11445269	12457072	11756600	8614504	10737693	10851367
9482681	9674791	8669492	10430421	10609670	8618665
9520006	8669492	10867785	10912914	12411758	11115331
8596269	11775232	10329743	8947284	9347936	9619639
11378846	9343467	10541592	11939894	11095526	8644717
9467014	9700208	10525981	11095526	9756330	9811931
8290946	8624097	7853720	8993483	11743999	11193807
7884953	9074396	8797010	8592548	9823831	10811879
7566000	8596645	9520006	12787320	7992850	8890772
10364641	10208278	9520006	10559559	12552038	8791246
11193807	9700658	8820179	10212558	7532337	12486146
10980578	11113217	9756330	12962909	11095526	12105308
8740984	7746463	12355988	9307578	10624576	7888092
8161573	11589913	8614504	11470958	10349334	7746463
10352866	9524800	10867214	9549589	12453673	11448080
9316155	11851296	12355988	10488446	10349334	9307578
9831633	12957508	12214015	10765057	7763336	10939571
7700274	7944299	11302074	9693262	8747858	10319883
10867214	10352866	10026381	8624079	11032626	11835377
9920359	9307578	12433263	12629906	10682216	12552037
8596645	7566000	9520006	10483785	9040748	8830309
7585009	8624097	10079962	7566000	7898715	9051750
10570509	10567488	9728943	8747858	8848271	8651641
8830319	9482248	9674791	9259370	8128960	8530010
12205106	12457072	9343467	8618665	9674794	11807900
10944562	9728943	12457072	11790634	10364643	9848808
11683989	10349334	12552037	11535112	9920359	12788204
9482249	9539409	9482681	11684904	9225693	9823831
10369830	10190327	10206226	9536100	10699053	9863603
8854306	9484353	12901781	9850873	11987699	11893839
9184634	9559926	11240021	11311545	11161595	12971913
7574468	8614504	8128960	9369084	8624095	8047278
9855862	10785619	10818526	12782758	11940689	11940706
10637934	9854388	10912914	10192210	8811124	11578751
9697689	11723294	11889238	12584430	12787320	10609670
9211985	9265639	9003062	7721816	10936880	10816430
8993489	9521254	10886308	10599773	12142731	11173877
10860300	10855603	12480755	11711225	9660395	11721146
7644022	8624098	8596645	10483785	9520006	7566000
9886074	9265639	11070505	10428074	10413465	9003062
9222170	9572586	9178861	11076057	9148246	9637403
7773573	7891887	8624076	8171342	7649988	11844476
9547165	10668702	7783963	8618881	9292886	10668703
8624079	8572669	7566000	8596645	8731381	8890772
11157409	10625715	12457072	8618665	11807900	9012418
11070505	10502286	9265639	11848621	12486146	9886074
8679539	9265639	9003062	8823200	8631862	9211985
12486146	12451108	10818140	9265639	11950276	10936880
10088051	9494696	9369084	8929157	11775232	8614504
8076181	9853024	8682150	9125318	7853700	9603433
7969418	8993483	7566008	8951889	8290946	8295635
8993481	7670501	9129722	10462111	8871590	9153464
7815043	8773602	8890599	7700597	7700596	8173818
9070638	9265639	9003062	12486146	8040342	10936880
7639323	7977635	7534068	7715296	8177532	7615568
10403716	12457072	8614504	9848808	12552039	12405546
9129722	9181358	8993481	7670501	10462111	8871590
9682830	10206226	9302273	11015454	10190327	10699053
9285479	9850873	8756999	9484353	10322238	8854306
12160362	11408299	10625715	9508150	9052712	11739991
10027417	9627181	11741391	10381540	8070517	8618855
8983040	8813351	9040748	12787320	8544899	11444802
11589913	8161573	12433263	10349334	9804121	8980016
10604440	12465441	10818508	10936880	11558492	11347179
9328480	9700208	10525981	9467014	9728943	11354629
11216203	12355988	9767914	12788204	10078062	11442298
9040748	12787320	8596645	8830309	10483785	7824144
11015454	10206226	10699053	10190327	9696068	11125748
9619639	11775232	10940674	10500259	10050959	10329743
9494696	10088051	9369084	8929157	11775232	9850873
10208564	10525981	12116196	8871590	12232782	10505604
9102150	10078062	11416775	10329743	11273064	9218645
12451108	12486146	10413774	14521991	10936880	10611368
10936884	11553277	12486146	10694577	9547235	10936880
9596222	8659934	8786396	11596149	12885574	10528114
7770005	8669492	10912914	12581338	9520006	9265639
12167762	12095653	9700208	11113217	10525981	11343837
8559364	11775232	9369084	8128961	7810590	8669492
12067591	10766403	12457072	12682309	12112161	12205106
10806314	11848621	8782820	10656299	11145984	9853706
12556576	9876966	7884953	12787320	9074396	9524800
11076057	9572586	9341576	9350853	9633759	9178861
9153523	9674794	8929157	10483785	9728943	9343467
8014966	9482248	8075646	7944299	7703749	8069300
9708864	11458997	9875528	11285089	9425904	9756330
8825894	8075646	9369084	10998553	8872415	8128960
14501024	12468034	11193807	9822164	12658281	11553277
8644717	8993479	9508150	9343467	11790212	7847867
7478253	9100668	12117549	9460714	9651008	11325345
12123862	11273064	10027555	12951205	10525981	12962909
9018389	8596645	9520006	7566000	10483785	7675243
7818703	7818636	7970234	7891871	7824144	8669492
10840275	9678319	9121705	10912918	8841664	10487842
9678319	10840275	11378241	12581338	9121705	10487842
11816786	11898555	11683989	12490529	11113612	9877525
10867209	8624097	10494348	10818505	12787320	9329691
10338292	9003062	8782820	9349544	11848621	9211985
10207721	8642164	11775232	10541592	12876259	12787320
11325345	11377835	10611368	11591456	12182886	12541014
11416775	9290497	10668705	9369084	7944299	7703749
8039724	9290497	8993479	8741397	9340872	12011307
7810590	9369084	7824157	11775232	8559364	8825898
9147873	11769724	12876259	9733229	9270069	9701675
10816430	9265639	9003062	12486146	9412500	10936880
8791246	9329686	7595642	8811505	9520006	8830309
9098525	8841664	7847069	9460714	9040748	7824200
7672107	7615568	7534068	8733730	10861213	8631862
10604441	9014911	12115887	8871952	9219743	11705626
12755040	11775232	10329743	10439444	10732806	12037434
12399018	9572586	10027548	9637403	9222170	9148246
10671320	10490274	11165374	12374623	9626772	11327877
11591456	12182886	11325345	11698153	11822882	11403971
12471457	10912918	12049183	8669492	10483785	10912914
10401448	11746653	10944562	9848808	12192621	12457072
10705163	9152721	10422994	9520135	9681639	10835442
7763336	8833436	12957508	9265639	8725748	8929157
12419536	10611368	10694577	11045665	10718322	12486146
11248079	8592548	11986126	9780089	11281316	10944562
11804704	10025785	9678311	11016543	10771168	10939571
12676346	8804040	7700578	10419818	9862571	12095226
10656299	10806314	11743999	12486146	9852204	10936880
7617191	9369084	8929157	8872415	8731381	8797010
9325076	9327723	9588907	11531831	7474917	11212354
9137113	8929157	11173877	9850873	9619150	11673590
7853720	10912914	8203459	9916507	12787320	9003062
11769724	8797010	9369084	10998553	11775232	7970234
11535112	11683989	9877525	12788204	10682216	11122949
8741132	8939277	9701675	10687744	12876259	9733229
7847867	8993479	8644717	10910426	9508150	7818244
11212354	10936880	11193807	9067471	11816788	8915608
7654070	10912224	7579137	8977148	9566384	8622392
9295092	9572591	9237487	10940674	8871590	9876966
10213152	11775232	12584430	10190327	12498968	9700208
11173882	11357958	10081980	10319883	12451676	9855543
8058160	9369084	8669492	8128961	7487559	7486872
10372566	10381540	9592052	10501208	11711530	9751198
8035940	8702415	7992850	7847865	7970234	7891871
8572669	12787320	8993478	11173877	9850873	8596645
10079115	12451108	12486146	11950276	10936880	11325345
7738980	8993483	7969418	7566008	12226533	8674441
12629906	9920359	12552037	10488446	10349334	12355988
7944308	7944299	8825898	9137113	7816154	8825894
10528114	12379263	9678319	11741391	12232782	10936880
9329691	9929679	11493026	12787320	10867209	14501024
11182472	9520006	12471457	12552038	10364641	8791246
7977635	7534068	7639323	8890772	8631862	9460714
7532337	9700658	8820179	10212558	11193807	8652146
10936881	12214015	12459889	11132184	10652986	10939571
9844031	8871590	9280167	10462111	7670501	9572591
10534156	11409442	11347179	12465441	10970054	11835377
9327086	10912224	9369084	11775232	7654070	12876259
8624096	8669492	12787320	10867785	9189032	10818505
12095653	12167762	9700208	11095526	11113217	10587578
9721442	7574461	10939571	8880693	12957490	9559653
8669492	8624096	10867785	12787320	11895043	10912914
8825898	9369084	7944299	7970216	10998553	8848271
11816788	12944519	11950276	10912914	10852539	11212354
9225693	10559561	7473659	8075646	8993481	9153464
8086986	9366728	7703749	9625186	8075646	9290497
9705582	11302074	11071064	11015454	10637933	10636159
11336076	9340872	12876259	9785148	10867779	10050959
8890929	8633046	9349544	7802679	8710175	8687416
10852539	12944519	10694577	11950276	10611368	10936880
10679292	12609489	10381540	12105373	14501024	11598497
10611368	11045665	12419536	10694577	10852539	12451108
12384789	12807963	12810610	9572586	12555245	11941486
11113217	12105308	10980578	10525981	9756330	11095526
10559559	8811505	9878186	9520006	8890772	10364641
12930057	10206226	10558867	11285089	10190327	11684904
12411763	9017530	9598682	10071711	10910416	11936239
7970234	8702415	7992850	8669492	7841371	7891871
10601411	9728943	11835377	11281316	9506546	12405544
7891889	8558171	9470130	9520006	9786245	8710076
12809979	12507914	11354629	12161276	12192623	10822352
10325447	9343467	9012418	11939894	9831815	7944299
12962909	10980578	11095526	9756330	12105308	11113217
9678311	11255440	10634455	11016543	12433260	10369305
9486747	9486746	9831993	9831992	9831994	9831995
8557181	9383026	9786612	11257253	9340872	11360807
8089103	7721816	9265639	9003062	9030704	9412500
12355988	10624576	9052714	12433263	12053131	9307578
8624076	7592957	9265639	8040342	12486146	9461617
11312553	11844869	9743578	10381540	11454984	12105373
11531831	9325076	9740234	9566379	8938267	11212354
9701681	12212789	10687744	9635475	8576504	8741132
11501342	11302074	10567488	12147333	9812182	12459519
11327877	11743999	12607822	12392766	10737615	10671320
8848934	7951679	7964823	11273064	10940674	10687744
10885540	10421878	10501193	7673184	8071310	9782459
9529753	9369084	7668835	11775232	7824157	8786847
9329722	7951679	8042228	8848934	12876259	12417380
12811635	11015454	9219874	10869806	12826741	11863377
10801051	11769625	11273849	11007687	10030402	7936857
11338204	11778650	10611368	10694577	10852539	9370233
10643890	10465706	11988340	11698154	11303757	9486483
7670501	8871590	9280167	10462111	10559561	8993481
8075646	8825894	7703749	7755355	10998553	9369084
8841664	9098525	7824200	9460714	10840275	8203459
8761956	8648331	11673590	7884953	10818510	9929677
10952022	11778650	11193147	11325345	10611368	12944519
8050887	7944308	8596645	8042921	9169250	7849527
11099722	9619639	9013407	10474059	10454160	11231028
9386771	8890772	9520006	8596645	8834536	7566000
9701675	10940674	10687744	8741132	7964823	12833577
8848271	9369084	8614504	11775232	10998553	8786847
9074395	8846237	10448801	10369305	9785148	11890488
9831994	9831995	9508150	9831993	9831992	8644717
7579137	9369084	10912224	7654070	10430422	8614504
9052714	9307578	12433263	12355988	12451676	9920359
9100668	9651008	7478253	8177532	10912914	7595656
12856536	12433263	9052714	12230301	10682216	12552037
11305015	11774719	11775232	10558867	11173875	11110974
7713402	8128960	7824157	9369084	8614504	8069300
8905608	11992623	12402229	11816794	12607822	9165306
8829725	12787320	9619150	9520006	9850873	11673590
12928512	12457072	11173877	9626772	9674794	8614504
10420066	8929997	9147873	12957508	10936877	12876259
10066860	10818513	9576554	8890772	12787320	11869551
11425005	9341576	11496365	10815129	10394937	10737120
7485228	8128960	10712207	9333264	7824157	9718053
12507910	11556686	10197814	10880397	12379263	11122341
9754236	10186439	11071064	8890795	8656944	10867214
8040342	9265639	9003062	8624076	12486146	12015813
7969426	8892351	9265639	11755000	7846048	9211985
7646655	10190820	8929157	8993485	9484353	9137113
8618881	9292886	8993489	12486146	7783963	10671644
11071064	10998477	12536572	11302074	9619639	12657895
11950276	12486146	10694577	10936880	10852539	12451108
9175590	12486146	9265639	12000192	8040342	9369317
11343837	10462111	10525981	11113217	8871590	9700208
7937774	8203459	10912914	11596149	7695621	9520006
10797593	10592690	11035488	12495080	11256794	12962909
9153535	9520006	8890772	8834536	9386771	12581343
9221977	10194255	8871590	9280167	9562467	9153464
9003062	9265639	9211985	10816430	8040342	12486146
11122949	12433263	9920359	10682216	12355988	12451676
11447828	10483785	7853720	9916507	11193807	8624080
11444802	11343827	9121705	12471457	9669695	10912914
9030704	9265639	7721816	8040342	9916507	9003062
12946703	7532337	9015824	14511323	12658281	10212558
9454617	10381540	10027417	11741391	9689449	11430905
9369317	11305869	11325345	9460714	12117549	7615568
9665654	12657895	9058415	12116196	9290497	9549720
9520001	12433263	11683989	10488446	11122949	12629906
10192209	11565608	12411758	11408727	8309625	8725895
8702415	8669492	7992850	7970234	9292870	8525796
11898555	11816786	11683989	12355988	10230703	11535112
10880397	12890772	9236226	12761223	11706973	9678319
11476599	9547235	12486146	12609489	12901842	12077215
9340870	12451676	12629906	9218645	10624576	10329743
8644745	9012418	9539409	10609670	9674791	9343467
11673588	11673590	11940690	8929157	7487559	11482130
10212558	9700658	7532337	11193807	8820179	10671644
8961669	11470958	11576650	12629906	9333264	7952845
7972031	7891887	8313935	9265639	7566652	7761390
12067484	12486146	11193807	11464462	12451108	10936884
7814023	12957508	9369084	8848271	11775232	9850873
11715112	10712207	9333264	9718053	8128960	9718052
9547235	12950448	11476599	12609489	11578777	9880043
8692753	10912914	7695621	7853720	12355988	9791536
7964823	7951679	8947284	9369084	8848271	10687744
7473659	7824157	9369084	7970216	8069300	8624095
11936240	9280167	8871590	7670501	10462111	11378247
8544899	7740560	10912914	12787320	7992850	9040748
8024269	8128960	7609909	8804993	8069300	7944299
10772123	10681402	7612383	8741132	9562306	12536572
11173875	10525981	9700208	11305015	7751846	11113217
8971103	8614504	9674794	9137113	9343467	9621997
12533085	9678311	12123847	12581338	12147333	12709467
11715411	10194255	11769703	9484359	8730823	9003488
9658938	7582040	9877525	10488446	11925775	10349334
10936877	12614323	9811931	7729825	11095526	9425904
11273064	12123862	12782345	10462111	10953177	7964823
8083685	11523146	8083687	9125900	11447828	8083686
10818505	11676291	10436115	9189032	10411341	7654074
8546162	9369084	12355988	8872415	8833436	9137113
11920850	12471457	12787320	11807900	9700208	10483785
7696609	10912224	8624094	9532343	8977148	7654070
7992850	7951676	8702415	8846238	7891871	8669492
7603172	7715296	11930162	7619525	9398632	9174000
8786847	9369084	12876259	7824157	10998553	8624095
9073026	10765057	7814023	9187933	9850873	11775232
9017975	11285089	10525981	9343467	11076057	9700208
8987775	9619150	11493026	8648331	9369084	11673590
10638195	7695621	9916507	10912914	10867785	9596412
11774719	11305015	12355988	12451676	10349334	9307578
8846238	8841967	7992850	8834536	9520006	8890772
10775535	11405810	9576554	9126060	9436726	9728943
9831993	9831992	9508150	9831994	9831995	8644717
9181358	9350853	9129722	7550352	9369084	9148246
12788204	12355988	11683989	11535112	9920359	9877525
11893834	8614504	12457072	9850873	9728943	10403716
9743577	10483785	12379263	9728943	12552038	11281316
8751868	8554056	7977363	9626772	7486872	10609670
10322238	11936239	9343467	12006218	9674794	9626772
11193808	7969418	9622609	7700444	8993483	10172880
9546293	9520006	7879604	9386771	12552038	8834536
12552038	14507342	9520006	7675243	10364641	10487843
10867785	8669492	10818499	12787320	9520006	8624096
9875528	9756330	8069300	8614504	12962909	9369084
7824157	8624095	9369084	10998553	8069300	8786847
10910426	7847867	11376902	8644717	9831992	11882744
12007670	11255448	11589917	12885570	12142731	12525890
9329686	8791246	7595642	9520006	8811505	10867785
9619150	11673590	9850873	10448801	9137113	8648331
9067471	8669492	10912914	8602762	11212354	12787320
9591838	10867209	10494348	9700658	8820179	8652146
8947284	10940674	9270069	11775232	9347936	8596269
7724603	12787320	8841664	10880397	10912914	9098525
12582468	11578751	10349334	9307578	10488446	12629906
8128315	8013374	11123907	11060356	7542371	10749663
8123007	9412500	9523562	11145984	12128082	9003067
7740560	8669492	12787320	8648331	8544899	7810577
10738542	10592684	9597090	7729825	8622392	9198315
9708953	9164326	10322238	7676127	12116196	9831992
7676127	7728146	7970208	9708953	8712790	10172880
8786409	10918055	8128315	10685028	12117549	11060356
10231806	9307578	10624576	12355988	11851296	9920359
9877525	12451676	10349334	10961427	11535112	12355988
7910910	7619017	8993479	7951679	7936253	8843828
7695621	8070517	10912914	9265639	9460714	10559559
11980062	11470958	11166730	8833436	8530010	9340870
8527231	11122698	11264988	10946021	9568731	10428071
11032626	10448801	10766901	9728943	11835377	9619150
9147408	8846237	9265639	9850873	9187933	7853720
8044413	8940294	9631384	10867209	8652146	8692753
12609489	9547235	14521991	12901842	12392781	12486146
10940674	8947284	11775232	9270069	11129109	9619639
8726148	8177532	8869295	8906609	9083560	8203459
11305869	10912914	9265639	10487842	9369317	12787320
11755000	11222634	9651008	7857652	11755001	7969426
12614344	12486146	12015813	12607822	11070505	9412500
12392781	12031891	12507771	12076977	12609489	12486146
9718052	9718053	9333264	10712207	8128960	12642767
11173876	11113217	9572586	10980578	9811931	12807963
12580698	9831993	12580702	9831992	12849539	9831994
9929677	9929680	8058160	12231459	8761956	11173877
12116196	10525981	9756330	12192621	9811931	11113217
10559556	9520006	9153523	10483785	9066358	12411758
11516561	10609670	10687744	9280168	11172628	11157409
10400250	9678311	9527138	11072138	8846237	10534256
8624080	8596645	8890772	7566000	9520006	12486146
9700208	9467014	12095653	8669492	12167762	10525981
10939571	10634455	9678311	11804704	11016543	9678319
8530010	7944299	8830319	10329743	9482248	9225693
9597090	9583189	10559561	11095526	12876259	7486872
8651641	9369084	8669492	8614504	11775232	12355988
8859062	10867779	9626772	9343467	9520006	9369084
9153643	8669492	9213069	9667603	11343827	10912914
10194255	8871590	9221977	9280167	11715411	10462111
7611715	7746463	8624095	8525799	8651641	8614504
8993479	8644717	9508150	9343467	9290497	7847867
9424665	10912224	7710373	7696609	7654070	8846238
9298817	9514597	11710891	11775232	8651641	9185685
9258912	9848097	7568158	11844476	8624080	11069947
8875468	7876895	9460714	8786385	9224523	9651008
12787320	8669492	10867785	10912914	9189032	7654074
7761390	10912914	7695621	9460714	7972031	8833436
12495082	11775232	10867779	10940674	9619639	10050959
9605496	7649988	11844476	8624078	7891887	8624076
11790235	11710891	9508150	9626772	11715112	7713402
8890772	8648331	9520006	8834536	8841967	8596645
12536572	11387943	7814023	11302074	10411671	10687744
8891070	8525803	8834536	9006661	9386782	8070517
10775884	9129962	11302074	11775232	12116196	10030402
8075630	8872415	8075646	9137113	9369084	8825894
11743951	9630508	10629142	10488949	12834112	12117549
10022033	11173877	12876259	10765057	10088051	12787320
7700444	11193808	7763336	7922348	8833436	10172880
11930145	12486146	14574626	12042316	9326295	12609489
10190327	10206226	9302273	10369830	11015454	11125748
9411578	10592634	7676127	10599813	9536099	10570512
8797010	9626772	7486872	11790212	7884953	9222173
11017931	10867785	11936240	12957508	10867779	12457072
8823200	9265639	7846048	9003062	7534068	8679539
9834545	8881379	12856536	12451676	12433263	9307578
11676291	10818505	10436115	10411341	8669492	12947160
10079962	8624097	7585009	9051750	12787320	7853720
7823376	9290497	9221977	9471175	8086986	9547474
9583189	9369084	7486872	8797010	8848271	11775232
8070517	7695621	9460714	9777946	10912914	11596149
10961427	9877525	12433263	9307578	12053131	9052714
8858183	9622609	9520006	9018389	8993478	9619150
11005255	11920850	10936880	10483785	7763336	7729825
8624078	8313935	9265639	7891887	8804040	11447827
12864777	9925654	8864947	7706948	8682150	10432380
10436064	9221767	9412500	9326451	8996815	11145984
10899434	7729825	7763336	11005255	11095526	12614323
11354629	8669492	9626772	10190327	10525981	11015454
8128960	8069300	9333264	7485228	8725748	8614504
8756999	9285479	8971103	9137113	7755725	9484353
9669695	11444802	9822164	12471457	9678319	12049183
10998553	9369084	7824157	8786847	8069300	8848271
7891887	7972031	9265639	7566652	9003062	8620924
8782820	11145984	10338292	11743999	9412500	9853706
10027549	11775232	10940674	11378247	9619639	9129962
8940032	10591674	8636429	8175773	9445249	8941642
7728146	8683540	8830319	9875528	8161573	8128960
9305342	8929157	10088051	8731381	8841967	8890772
9086466	7696597	10765057	12393935	8872419	9672379
10818513	10066860	9520006	8890772	7992850	12581338
7654074	8669492	10818505	9189032	12787320	8711797
9280167	8871590	9572591	7670501	10194255	10462111
8544551	8596645	7566000	9066369	8709704	9369084
11553277	10777685	12486146	10936884	11844476	14521991
12192621	10525981	9756330	11315514	12116196	12457072
10502286	11070505	9265639	9003062	10816430	11848621
8313935	7972031	8624078	9265639	9147408	9700655
8624095	7824157	7746463	9369084	8614504	8069300
9791536	12355988	10483785	8624098	12471457	8890772
9572591	8871590	9280167	7670501	9562467	9486483
11166730	11273064	12876265	10961667	12459519	8741397
7816154	8614504	9850873	8596645	9369084	7566000
11723294	9343467	11939894	9382479	9508150	11378846
9041854	9740113	12525890	11255448	8912490	10822427
9547474	8086986	10910426	11157409	8624079	9597090
8832646	9074395	9300650	10619631	10765057	9073026
7675243	9246676	12552038	9018389	8596645	8780111
10873585	11464464	11015454	8075646	11076057	9012418
10713392	10558867	11015454	8614504	11087769	9674791
9521254	8993489	10886308	8649552	10599773	8139083
7715296	7639323	7615568	8915608	12573540	9398632
9280168	10687744	10400221	11516561	11527492	11172628
8937829	11683989	12856536	10488446	9932417	12629906
12379263	10483785	10528114	9520006	10487843	9040748
9218507	11899259	9763475	11305869	12392766	11212354
7582040	10682216	10195399	8858181	9920359	10488446
8820179	7532337	9700658	11193807	10212558	10671644
7619017	8829725	8075630	8825898	8993479	7664194
9751196	9412500	11553277	9547235	9003067	10526094
11513353	9369084	11673590	12876259	12457072	9524800
7710373	7710374	8596645	7566000	9520006	9173910
10349334	10488446	11683989	9877525	9307578	10653281
12475089	9831815	11285089	11901276	11807900	11336076
7765750	8804040	8624078	8940294	11125144	7891887
11596149	8070517	9460714	7847069	7525898	11293821
10367700	11940690	11173877	8829725	11513353	7646655
10582625	12111863	10391478	12486146	10366621	11493026
8185566	8761338	11193807	11447828	11145984	8123007
9990558	10071711	9137113	9619150	12552039	11673590
8815160	9520006	9386771	8834536	12471457	8890772
10947802	11122341	10366621	10936880	12451108	10671320
8154882	9366728	8309625	9169250	8674441	9990558
10854569	12722978	11311545	11122341	11592113	10027417
7751846	11173875	12787320	11741391	11673590	10507547
9113034	9290497	12011307	11416775	9649761	10643890
8203459	7937774	7853720	10912914	12787320	8841664
11487050	10912914	10559559	7695621	12379263	12607822
8652146	7532337	11493026	8820179	10867209	8940294
12413003	11775232	9181359	12962909	10329743	10525981
9811931	10525981	9756330	11095526	9425904	12116196
10431657	10984073	11743999	11113336	7891887	10656299
9520135	9539409	8614504	9052712	11172628	14512715
8725748	8128960	9333264	10712207	7485228	8069300
12873803	9751198	12379263	12232782	10528114	9562467
8826994	9290497	9057170	7486872	9785148	7487559
7481373	12876259	8929157	8797010	8786847	8525796
8619535	11173877	11673590	7487559	8669492	9369084
10694577	11950276	10936880	10611368	10852539	12419536
11844476	7592957	8171342	9461617	9547235	11553277
7951679	7964823	8848934	10940674	12876259	10818508
11673590	9619150	9524800	12876259	8929157	11482130
12232782	10528114	12116196	12105308	11173876	9811931
9213859	8656944	8526476	8602063	8526475	9129729
12928915	11435901	12824768	11816789	11684351	12453676
9831995	9508150	9831994	9831993	9831992	9343467
9292886	8618881	7783963	10668702	11716140	10668703
9130294	9265639	10936880	7763336	12486146	9211985
12951193	9756330	10525981	11315514	11095526	11113217
9728943	10944562	8648331	8669492	10448801	9221969
7668835	7818244	9529753	8786847	8669492	8797010
8757051	9137113	11173877	9850873	9619150	8929157
11425936	10483785	11889238	10194255	11849755	10593304
9635475	7654070	12212789	10912224	8622392	8977148
12135350	8618855	8980023	9880043	9547235	11122341
9143266	8128960	12787320	9850873	10912914	12581338
7841371	8841967	7992850	7970234	12876259	12417379
9129962	7670501	10462111	8871590	9343467	10775884
7486872	8797010	9626772	11790212	7487559	9369084
10936880	12486146	10694577	11950276	9265639	12451108
10668702	10668703	11087768	11716140	8669492	9826113
8624107	14521991	11553277	12486146	8762193	12451108
9506546	11904138	11835377	9728943	11673590	10448801
10609670	9343467	8669492	9674791	9508150	9626772
9048987	9369084	10687744	11775232	9786612	7964823
9058415	12957508	9665654	10765057	10626834	7579137
10624576	12355988	12433263	12451676	9307578	12552037
12015813	10413465	9265639	11123940	9003062	8040342
11285089	8669492	9343467	10626834	9674794	9700208
9460714	11483304	8875468	9777946	10912914	8070517
8128961	9369084	11775232	9012418	8644717	8669492
11835377	10448801	10601411	9506546	9728943	10891924
7534068	7977635	9460714	9265639	8040342	8631862
7664194	7816154	9137113	7617191	9369084	9667569
11702052	9620064	9562467	8830319	9572586	9129722
11755017	12077730	11177205	12657895	11889238	12637699
8158809	9366728	7823376	8154882	8993483	9547474
10525981	9756330	12116196	12192621	11113217	11315514
12105308	11113217	11095526	10525981	10980578	12962909
9302273	10206226	10190327	9696068	10699053	12074828
8804040	8624078	11447827	9147408	7765750	7891887
10626834	9343467	11231028	9012418	11285089	8669492
10563653	10027555	12111439	11113217	12123862	10980578
12957508	7814023	9222173	9850873	9772023	7763336
8172944	8669492	10411671	9728943	9340872	9152721
11936239	10322238	9343467	9674794	10354518	12411758
8632166	7583250	8890772	9878186	8177532	7802679
8803820	9369084	11775232	8803817	8829725	8929157
10071712	8702415	12787320	7970234	12962909	9990558
7891871	7992850	8702415	7970234	10208640	9470136
12658281	14501024	11816788	12668899	12657430	11193807
10507547	9700208	9626772	11285089	9674791	11320185
7970208	8128961	7824157	9369084	8128960	8624095
8804993	8128960	11825674	10592690	7581381	10027549
9307253	10593304	10668702	9468467	8676723	9343467
11302074	7605379	12394840	11143490	11501342	10525138
8047277	7824157	8786847	9369084	8069300	8797010
11770221	12629906	8521945	12582468	11375142	12876550
12507914	12809979	12634421	9728943	11889238	10528114
9572586	11076057	10027548	9637403	9341576	11436129
10785619	11285089	9214529	8987775	11281316	10947802
7595656	9100668	9460714	8841664	9040748	10912914
8554056	8751868	10712207	9626772	7485228	7487559
7696597	8872419	8841971	10765057	8846237	10823584
11315514	11058789	10525981	9756330	12192621	12951193
8171342	7592957	11844476	9461617	9593678	10360679
10320795	9523562	10936880	10816430	11553277	10936884
9880043	9547235	11476599	8980023	11068149	12135350
7783869	9369084	8642164	11775232	10411671	9850873
9017530	12411763	11971084	8929157	10910416	9305342
8525796	8702415	12876259	8797010	8841967	7970234
9471175	12536572	11071064	10411671	8309625	9484353
9339270	9121226	9785148	9678311	9447442	9447448
10366621	12486146	10799751	14521991	12609489	11476599
9514597	11775232	9298817	12433263	9307578	9052714
8774959	9878186	10528114	12232782	11741391	8890929
10026381	10448801	10766901	9701675	9619150	11032626
9672379	12957490	7717688	9678311	11804704	9520072
8813351	8983040	9040748	12379263	10528114	12787320
12559836	11722612	11734357	12384263	12901842	12559837
